"virus name","TaxaID","refseq id","Genome.organization"
"Jatropha mosaic virus",75574,"NC_024012,NC_024013","Segmented"
"Jeju virus",990280,"NC_034398,NC_034399,NC_034404","Segmented"
"Jingmen tick virus",1491393,"NC_024111,NC_024112,NC_024113,NC_024114","Segmented"
"Jonchet virus",1664809,"NC_038706,NC_038707,NC_038708","Segmented"
"Kabuto mountain virus",1851087,"NC_036604,NC_036605,NC_036606","Segmented"
"Kadipiro virus",104580,"NC_004199,NC_004205,NC_004206,NC_004207,NC_004208,NC_004209,NC_004210,NC_004212,NC_004213,NC_004214,NC_004215,NC_004216","Segmented"
"Kaeng Khoi virus",307164,"NC_034499,NC_034500,NC_034501","Segmented"
"Kairi virus",80939,"NC_038738,NC_038739,NC_038740","Segmented"
"Kaisodi virus",1564120,"NC_040492,NC_040493,NC_040494","Segmented"
"Karimabad virus",415382,"NC_055417,NC_055418,NC_055419","Segmented"
"Kasokero virus",1712570,"NC_029932,NC_029933,NC_036636","Segmented"
"Kenkeme virus",765147,"NC_034559,NC_034560,NC_034565","Segmented"
"Keterah virus",2847812,"NC_034388,NC_034389,NC_034392","Segmented"
"Keystone virus",35514,"NC_043627,NC_043628,NC_043629","Segmented"
"Khabarovsk orthohantavirus",1980475,"NC_034518,NC_034519,NC_034527","Segmented"
"Kibale virus",1406344,"NC_034458,NC_034460,NC_034468","Segmented"
"Kigluaik phantom orthophasmavirus",1980539,"NC_034462,NC_034463,NC_034469","Segmented"
"Koongol virus",35314,"NC_038741,NC_038742,NC_038743","Segmented"
"Kudzu mosaic virus",390437,"NC_009645,NC_009647","Segmented"
"Kundal virus",2290890,"NC_055239,NC_055240,NC_055241,NC_055242,NC_055243,NC_055244,NC_055245,NC_055246,NC_055247,NC_055248,NC_055249,NC_055250","Segmented"
"La Crosse virus",11577,"NC_004108,NC_004109,NC_004110","Segmented"
"La Gloria virus",2559110,"NC_055396,NC_055397,NC_055398","Segmented"
"Laibin virus",1633187,"NC_038513,NC_038514,NC_038515","Segmented"
"Lake Chad virus",688438,"NC_052680,NC_052681,NC_052682,NC_052683,NC_052684,NC_052685,NC_052686","Segmented"
"Lamium mild mosaic virus",1432135,"NC_023016,NC_023017","Segmented"
"Lassa mammarenavirus",11620,"NC_004296,NC_004297","Segmented"
"Lates calcarifer birnavirus",2583366,"NC_055451,NC_055452","Segmented"
"Latino mammarenavirus",45221,"NC_010758,NC_010760","Segmented"
"Laurel Lake virus",2027354,"NC_043679,NC_043680,NC_043681","Segmented"
"Le Blanc nodavirus",1241918,"NC_028133,NC_028134","Segmented"
"Leanyer virus",999729,"NC_043561,NC_043562,NC_043563","Segmented"
"Lebombo virus",40057,"NC_038594,NC_038595,NC_038596,NC_038597,NC_038598,NC_038599,NC_038600,NC_038601,NC_038602,NC_038603","Segmented"
"Lentinula edodes negative-strand RNA virus 2",2547431,"NC_055449,NC_055450","Segmented"
"Leopards Hill virus",1381104,"NC_025831,NC_025832,NC_025833","Segmented"
"Leptomonas moramango leishbunyavirus",1859148,"NC_055202,NC_055203,NC_055204","Segmented"
"Leptomonas seymouri Narna-like virus 1",1856767,"NC_040764,NC_040765","Segmented"
"Lettuce chlorosis virus",642478,"NC_012909,NC_012910","Segmented"
"Lettuce infectious yellows virus",31713,"NC_003617,NC_003618","Segmented"
"Lettuce necrotic leaf curl virus",1358807,"NC_035214,NC_035219","Segmented"
"Lettuce ring necrosis virus",274495,"NC_006051,NC_006052,NC_006053,NC_006054","Segmented"
"Liao ning virus",246280,"NC_007736,NC_007737,NC_007738,NC_007739,NC_007740,NC_007741,NC_007742,NC_007743,NC_007744,NC_007745,NC_007746,NC_007747","Segmented"
"Lihan tick virus",1608056,"NC_055423,NC_055424","Segmented"
"Lilac leaf chlorosis virus",722755,"NC_025477,NC_025478,NC_025481","Segmented"
"Loei River mammarenavirus",1437126,"NC_038364,NC_038365","Segmented"
"Lone Star virus",1219465,"NC_021242,NC_021243,NC_021244","Segmented"
"Luffa yellow mosaic virus",207240,"NC_004824,NC_004825","Segmented"
"Lujo mammarenavirus",649188,"NC_012776,NC_012777","Segmented"
"Lukuni virus",1678227,"NC_038718,NC_038719,NC_038720","Segmented"
"Lumbo virus",80940,"NC_043630,NC_043631,NC_043632","Segmented"
"Luna mammarenavirus",883876,"NC_016152,NC_016153","Segmented"
"Lunk virus NKS-1",1134579,"NC_018710,NC_018711","Segmented"
"Lutzomyia reovirus 1",1670669,"NC_027567,NC_027568,NC_027569,NC_027570,NC_027571,NC_027572,NC_027573,NC_027574,NC_027576","Segmented"
"Lychnis ringspot virus",44421,"NC_038932,NC_038933","Segmented"
"Lycianthes yellow mosaic virus",1779714,"NC_038978,NC_040187","Segmented"
"Lymantria dispar cypovirus 1",165803,"AF389462,AF389463,AF389464,AF389465,AF389466,AF389467,AF389468,AF389469,AF389470,AF389471","Segmented"
"Lymantria dispar cypovirus 14",165429,"AF389452,AF389453,AF389454,AF389455,AF389456,AF389457,AF389458,AF389459,AF389460,AF389461","Segmented"
"Lymphocytic choriomeningitis mammarenavirus",11623,"NC_004291,NC_004294","Segmented"
"M'Poko virus",442712,"MK896535,MK896536,NC_043431","Segmented"
"Macaua virus",273352,"NC_055181,NC_055182,NC_055183","Segmented"
"Machupo mammarenavirus",11628,"NC_005078,NC_005079","Segmented"
"Macrobrachium rosenbergii nodavirus",222557,"NC_005094,NC_005095","Segmented"
"Macrophomina phaseolina chrysovirus 1",1708483,"NC_043662,NC_043663,NC_043664,NC_043665","Segmented"
"Macroptilium common mosaic virus",1904881,"NC_031448,NC_031453","Segmented"
"Macroptilium golden mosaic virus",51676,"NC_010952,NC_010953","Segmented"
"Macroptilium golden yellow mosaic virus",2021666,"NC_035487,NC_035488","Segmented"
"Macroptilium mosaic Puerto Rico virus",223282,"NC_004097,NC_004098","Segmented"
"Macroptilium yellow mosaic Florida virus",223284,"NC_004099,NC_004100","Segmented"
"Macroptilium yellow mosaic virus",169865,"NC_010647,NC_010648","Segmented"
"Macroptilium yellow net virus",1129033,"NC_017001,NC_017002","Segmented"
"Madrid virus",348013,"NC_034497,NC_034498,NC_034505","Segmented"
"Magnaporthe oryzae chrysovirus 1",764348,"NC_014462,NC_014463,NC_014464,NC_014465,NC_023039,NC_023040,NC_023041,NC_023042,NC_023043,NC_038011","Segmented"
"Magnaporthe oryzae polymycovirus 1",2509266,"NC_055282,NC_055283,NC_055284,NC_055285","Segmented"
"Maguari virus",11575,"NC_055210,NC_055211,NC_055212","Segmented"
"Mahlapitsi orthoreovirus",2170064,"NC_029911,NC_029912,NC_029913,NC_029914,NC_029915,NC_029916,NC_029917,NC_029918,NC_029919,NC_029920","Segmented"
"Main Drain virus",80938,"NC_038941,NC_038942,NC_038943","Segmented"
"Maize rough dwarf virus",10989,"NC_028465,NC_037570,NC_037571,NC_037572,NC_037573,NC_037574,NC_037575,NC_037576,NC_037577,NC_037578","Segmented"
"Maize stripe tenuivirus",12330,"NC_038751,NC_038752,NC_038753,NC_038754","Segmented"
"Maize-associated pteridovirus",2497338,"NC_055447,NC_055448","Segmented"
"Mal de Rio Cuarto virus",185954,"NC_008728,NC_008729,NC_008730,NC_008731,NC_008732,NC_008733,NC_008734,NC_008735,NC_008736,NC_008737","Segmented"
"Maldonado virus",1004889,"NC_055342,NC_055343,NC_055344","Segmented"
"Malvastrum bright yellow mosaic virus",1906668,"NC_031458,NC_031459","Segmented"
"Malvastrum yellow mosaic Jamaica virus",376612,"NC_038798,NC_038799","Segmented"
"Mammalian orthoreovirus 3",538123,"NC_013225,NC_013226,NC_013227,NC_013228,NC_013229,NC_013230,NC_013231,NC_013232,NC_013233,NC_013234","Segmented"
"Maporal virus",238817,"NC_034552,NC_034553,NC_034566","Segmented"
"Maprik virus",1590836,"NC_026281,NC_026282,NC_026283","Segmented"
"Mariental mammarenavirus",1642436,"NC_027134,NC_027136","Segmented"
"Marituba virus",292278,"NC_034495,NC_034496,NC_034504","Segmented"
"Massilia virus",391640,"NC_055414,NC_055415,NC_055416","Segmented"
"Medicago sativa alphapartitivirus 1",2043550,"NC_040456,NC_040457","Segmented"
"Medjerda Valley virus",1775957,"NC_055381,NC_055382,NC_055383","Segmented"
"Melaka orthoreovirus",419697,"NC_020439,NC_020440,NC_020441,NC_020442,NC_020443,NC_020444,NC_020445,NC_020446,NC_020447,NC_020448","Segmented"
"Melandrium yellow fleck virus",545259,"NC_013266,NC_013267,NC_013268","Segmented"
"Melao virus",35515,"NC_043633,NC_043634,NC_043635","Segmented"
"Melochia mosaic virus",1742594,"NC_028140,NC_028141","Segmented"
"Melochia yellow mosaic virus",1742595,"NC_028142,NC_028143","Segmented"
"Melon chlorotic leaf curl virus-[Guatemala]",223286,"NC_004732,NC_028138","Segmented"
"Melon chlorotic mosaic virus",180399,"NC_014380,NC_014381","Segmented"
"Melon chlorotic spot virus",2479459,"NC_040448,NC_040449,NC_040450,NC_040451,NC_040452,NC_040453,NC_040454,NC_040455","Segmented"
"Melon mild mottle virus",669377,"NC_038765,NC_038766","Segmented"
"Melon partitivirus",2305257,"NC_040483,NC_040484","Segmented"
"Melon severe mosaic tospovirus",485724,"NC_033832,NC_033833,NC_033834","Segmented"
"Melon yellow mosaic virus",2575594,"NC_055525","Segmented"
"Melon yellow spot virus",89471,"NC_008300,NC_008306,NC_008307","Segmented"
"Merino Walk mammarenavirus",743685,"NC_023763,NC_023764","Segmented"
"Mermet virus",159147,"NC_043591,NC_043592,NC_043593","Segmented"
"Merremia mosaic Puerto Rico virus",714309,"NC_015490,NC_015491","Segmented"
"Merremia mosaic virus",77813,"NC_007965,NC_007966","Segmented"
"Micromonas pusilla reovirus",338781,"NC_008171,NC_008172,NC_008173,NC_008174,NC_008175,NC_008176,NC_008177,NC_008178,NC_008179,NC_008180,NC_008181","Segmented"
"Mikania micrantha mosaic virus",487492,"NC_011189,NC_011190","Segmented"
"Milk vetch dwarf virus",67585,"NC_003641,NC_003642,NC_003643,NC_003644,NC_003645,NC_003646,NC_003648,NC_023626","Segmented"
"Mirafiori lettuce big-vein virus",200255,"AF525933,AF525934,AF525935,AF525936","Segmented"
"Mobala mammarenavirus",55097,"NC_007903,NC_007904","Segmented"
"Mobuck virus",1408137,"NC_022620,NC_022621,NC_022622,NC_022623,NC_022624,NC_022625,NC_022626,NC_022627,NC_022628,NC_022629","Segmented"
"Mogiana tick virus",1172985,"NC_034222,NC_034223,NC_034224,NC_034225","Segmented"
"Mona Grita virus",2559111,"NC_055399,NC_055400,NC_055401","Segmented"
"Montano orthohantavirus",1980481,"NC_034396,NC_034397,NC_034403","Segmented"
"Mopeia Lassa virus reassortant 29",300180,"NC_006572,NC_006573","Segmented"
"Mopeia mammarenavirus",11629,"DQ328874,DQ328875","Segmented"
"Mopeia virus AN20410",300175,"NC_006574,NC_006575","Segmented"
"Morogoro mammarenavirus",573900,"NC_013057,NC_013058","Segmented"
"Motherwort yellow mottle virus",1561160,"NC_035218,NC_035220","Segmented"
"Mothra virus",1892236,"NC_043477,NC_043478,NC_043479","Segmented"
"Mukawa virus",1569922,"NC_043509,NC_043510,NC_043511","Segmented"
"Mulberry mosaic leaf roll associated virus",1527441,"NC_038767,NC_038768","Segmented"
"Mulberry vein banding virus",1266451,"NC_026617,NC_026618,NC_026619","Segmented"
"Mungbean yellow mosaic India virus",223287,"NC_004608,NC_004609","Segmented"
"Mungbean yellow mosaic India virus-[Mungbean]",223290,"AF416741,AF416742","Segmented"
"Mungbean yellow mosaic virus",33726,"NC_001983,NC_001984","Segmented"
"Mungbean yellow mosaic virus-Vigna",223295,"AJ132574,AJ132575","Segmented"
"Munguba virus",1048854,"NC_033830,NC_033831,NC_033847","Segmented"
"Murre virus",1010668,"NC_055351,NC_055352,NC_055353","Segmented"
"Murrumbidgee virus",1406134,"NC_022595,NC_022596,NC_022597","Segmented"
"Mycoreovirus 1",311228,"NC_010743,NC_010744,NC_010745,NC_010746,NC_010747,NC_010748,NC_010749,NC_010750,NC_010751,NC_010752,NC_010753","Segmented"
"Mycoreovirus 3",311229,"NC_007524,NC_007525,NC_007526,NC_007527,NC_007528,NC_007529,NC_007531,NC_007532,NC_007533,NC_007534,NC_007535,NC_007536","Segmented"
"Nairobi sheep disease virus",194540,"NC_034386,NC_034387,NC_034391","Segmented"
"Neofusicoccum parvum chrysovirus 1",2587541,"NC_055628,NC_055629,NC_055630,NC_055631","Segmented"
"Nephila clavipes virus 6",2108203,"NC_040472,NC_040473","Segmented"
"Nilaparvata lugens reovirus",33724,"NC_003652,NC_003653,NC_003654,NC_003655,NC_003656,NC_003657,NC_003658,NC_003659,NC_003660,NC_003661","Segmented"
"Nique virus",629739,"NC_055312,NC_055313,NC_055314","Segmented"
"Nodamura virus",12288,"NC_002690,NC_002691","Segmented"
"Nome phantom orthophasmavirus",1980540,"NC_038745,NC_038746,NC_038747","Segmented"
"Norway phlebovirus 1",2034330,"NC_055433,NC_055434","Segmented"
"Nova virus",660955,"NC_034464,NC_034465,NC_034470","Segmented"
"Ntepes virus",2569589,"NC_055405,NC_055406,NC_055407","Segmented"
"Nudaurelia capensis omega virus",12541,"NC_038335","Segmented"
"Nyando virus",35316,"NC_034481,NC_034491,NC_034492","Segmented"
"Oat golden stripe virus",45103,"NC_002357,NC_002358","Segmented"
"Oat mosaic virus",157837,"NC_004016,NC_004017","Segmented"
"Ocimum golden mosaic virus",2664940,"NC_055591,NC_060092","Segmented"
"Ocimum mosaic virus",2664941,"NC_055593,NC_060094","Segmented"
"Ocimum yellow vein virus",2664942,"NC_055592,NC_060093","Segmented"
"Odrenisrou virus",1048855,"NC_055357,NC_055358,NC_055359","Segmented"
"Okahandja mammarenavirus",1642458,"NC_027135,NC_027137","Segmented"
"Okra mottle virus",619599,"NC_011181,NC_011182","Segmented"
"Okra yellow mosaic Mexico virus",327280,"NC_014066,NC_014067","Segmented"
"Old schoolhouse virus 1",2447920,"NC_055443,NC_055444","Segmented"
"Olive latent ringspot virus",121429,"NC_038863","Segmented"
"Olive latent virus 2",33773,"NC_003671,NC_003673,NC_003674","Segmented"
"Oliveros mammarenavirus",42764,"NC_010248,NC_010250","Segmented"
"Operophtera brumata reovirus",352248,"NC_007559,NC_007560,NC_007561,NC_007562,NC_007563,NC_007564,NC_007565,NC_007566,NC_007567,NC_007568","Segmented"
"Ophiostoma partitivirus 1",347482,"NC_038917,NC_038918","Segmented"
"Orbivirus SX-2017a",1955493,"NC_033782,NC_033783,NC_033784,NC_033785,NC_033786,NC_033787,NC_033788,NC_033789,NC_033790,NC_033791","Segmented"
"Oriboca virus",192199,"NC_034475,NC_034476,NC_034488","Segmented"
"Oriximina virus",655691,"NC_055303,NC_055304,NC_055305","Segmented"
"Oropouche virus",118655,"NC_005775,NC_005776,NC_005777","Segmented"
"Orsay virus",977912,"NC_028097,NC_028098","Segmented"
"Orungo virus",40058,"NC_038604,NC_038605,NC_038606,NC_038607,NC_038608,NC_038609,NC_038610,NC_038611,NC_038612,NC_038613","Segmented"
"Osedax japonicus RNA virus 1",2079458,"NC_040766,NC_040767","Segmented"
"Otarine picobirnavirus",1187973,"NC_034160,NC_034161","Segmented"
"Ourmia melon virus",186786,"NC_011068,NC_011069,NC_011070","Segmented"
"Oz virus",2137161,"NC_040730,NC_040731,NC_040732,NC_040733,NC_040734,NC_040735","Segmented"
"Pacui virus",1538454,"NC_043600,NC_043601,NC_043602","Segmented"
"Palyam virus",40059,"NC_005986,NC_005987,NC_005988,NC_005989,NC_005990,NC_005991,NC_005992,NC_005993,NC_005994,NC_005995","Segmented"
"Parana virus",2905947,"NC_010756,NC_010761","Segmented"
"Pariacoto virus",103782,"NC_003691,NC_003692","Segmented"
"Parietaria mottle virus",64958,"NC_005848,NC_005849,NC_005854","Segmented"
"Parsley severe stunt associated virus",2558055,"NC_055609,NC_055610,NC_055611,NC_055612,NC_055613,NC_055614,NC_055615","Segmented"
"Passion fruit green spot virus",989895,"NC_055652,NC_055653","Segmented"
"Passionfruit leaf distortion virus",1737555,"NC_031764,NC_031765","Segmented"
"Passionfruit severe leaf distortion virus",648801,"NC_012786,NC_012787","Segmented"
"Patois virus",35318,"NC_043689,NC_043690,NC_043691","Segmented"
"Pavonia mosaic virus",1772258,"NC_038981,NC_040185","Segmented"
"Pavonia yellow mosaic virus",1742596,"NC_029105,NC_037611","Segmented"
"Pea early-browning virus",12294,"NC_001368,NC_002036","Segmented"
"Pea necrotic yellow dwarf virus",753670,"NC_023154,NC_023155,NC_023156,NC_023157,NC_023158,NC_023159,NC_023160,NC_023161","Segmented"
"Pea yellow stunt virus",1436892,"NC_023296,NC_023297,NC_023298,NC_023303,NC_023308,NC_023309,NC_023310,NC_023311","Segmented"
"Peach rosette mosaic virus",65068,"NC_034214,NC_034215","Segmented"
"Peanut clump virus",28355,"NC_003668,NC_003672","Segmented"
"Peanut stunt virus",12313,"NC_002038,NC_002039,NC_002040","Segmented"
"Peaton virus",159151,"NC_043549,NC_043550,NC_043551","Segmented"
"Pelargonium zonate spot virus",116056,"NC_003649,NC_003650,NC_003651","Segmented"
"Penaeus vannamei nodavirus",430911,"NC_014977,NC_014978","Segmented"
"Penicillium aurantiogriseum bipartite virus 1",1755754,"NC_028493,NC_028498","Segmented"
"Penicillium aurantiogriseum partitivirus 1",1756157,"NC_028494,NC_028499","Segmented"
"Penicillium brevicompactum tetramycovirus 1",2485923,"NC_055286,NC_055287,NC_055288,NC_055289","Segmented"
"Penicillium chrysogenum virus",158372,"NC_007539,NC_007540,NC_007541,NC_007542","Segmented"
"Penicillium digitatum polymycoviruses 1",2164101,"NC_040422,NC_040423,NC_040424,NC_040425","Segmented"
"Penicillium janczewskii chrysovirus 1",1755792,"NC_028495,NC_028496,NC_028497,NC_028500","Segmented"
"Penicillium janczewskii chrysovirus 2",1755793,"NC_043669,NC_043670,NC_043671,NC_043672","Segmented"
"Penicillium stoloniferum virus F",296210,"NC_007221,NC_007222","Segmented"
"Penicillium stoloniferum virus S",216371,"NC_005976,NC_005977","Segmented"
"Pepper blistering leaf virus",2651594,"NC_055596,NC_060096","Segmented"
"Pepper chlorotic spot virus",1414655,"NC_033772,NC_033773,NC_033774","Segmented"
"Pepper cryptic virus 1",369643,"NC_037095,NC_037096","Segmented"
"Pepper cryptic virus 2",1050903,"NC_034159,NC_034167","Segmented"
"Pepper golden mosaic virus",223301,"NC_004096,NC_004101","Segmented"
"Pepper huasteco yellow vein virus",223303,"NC_001359,NC_001369","Segmented"
"Pepper huasteco yellow vein virus- San Luis Potosi",1166473,"JQ303122","Segmented"
"Pepper leafroll virus",1387160,"NC_043517,NC_050698","Segmented"
"Pepper ringspot virus",31750,"NC_003669,NC_003670","Segmented"
"Pepper yellow leaf curl Aceh virus",2547432,"NC_055516,NC_055517","Segmented"
"Pepper yellow leaf curl Indonesia virus",292477,"NC_008283,NC_008284","Segmented"
"Pepper yellow leaf curl Thailand virus",1774200,"MT001884,MT001885","Segmented"
"Pepper yellow leaf curl virus PSSWS-14",1828512,"NC_055146","Segmented"
"Perch actinovirus",2848146,"NC_055638,NC_055639,NC_055640","Segmented"
"Persea americana chrysovirus",1587509,"NC_043506,NC_043507,NC_043508","Segmented"
"Persimmon cryptic virus",1183241,"NC_017988,NC_017989","Segmented"
"Peruvian horse sickness virus",356862,"NC_007748,NC_007749,NC_007750,NC_007751,NC_007752,NC_007753,NC_007754,NC_007755,NC_007756,NC_007757","Segmented"
"Petunia chlorotic mottle virus",1935922,"NC_033492,NC_033493","Segmented"
"Phasi Charoen-like phasivirus",1980610,"NC_038261,NC_038262,NC_038263","Segmented"
"Phytophthora infestans RNA virus 1",640897,"NC_013220,NC_013221","Segmented"
"Pichinde virus",2905917,"NC_006439,NC_006447","Segmented"
"Picobiliphyte sp. MS584-5 nanovirus",1046893,"HQ322117","Segmented"
"Picobirnavirus dog/KNA/2015",1961162,"NC_035206","Segmented"
"Picobirnavirus green monkey/KNA/2015",1961155,"NC_034452","Segmented"
"Picobirnavirus sp.",1907787,"NC_040752,NC_040753","Segmented"
"Pidgey virus",1911436,"NC_043480,NC_043481,NC_043482","Segmented"
"Pirital mammarenavirus",49891,"NC_005894,NC_005897","Segmented"
"Piscine orthoreovirus",1157337,"NC_036468,NC_036469,NC_036470,NC_036471,NC_036472,NC_036473,NC_036474,NC_036475,NC_036476,NC_036477","Segmented"
"Planaria asexual strain-specific virus-like element type 1",159252,"NC_003219,NC_003220","Segmented"
"Pleurotus ostreatus virus 1",674983,"NC_006960,NC_006961","Segmented"
"Polygonum ringspot orthotospovirus",430606,"NC_039203,NC_039204,NC_039205","Segmented"
"Porcine picobirnavirus",442302,"NC_029801,NC_029802","Segmented"
"Potato black ringspot virus",257464,"NC_022798,NC_022799","Segmented"
"Potato mop-top virus",37128,"NC_003723,NC_003724,NC_003725","Segmented"
"Potato virus B",2340870,"NC_043447,NC_043448","Segmented"
"Potato virus U",2170039,"NC_040416,NC_040417","Segmented"
"Potato yellow mosaic Panama virus",223307,"NC_002048,NC_002049","Segmented"
"Potato yellow mosaic Trinidad virus",223308,"NC_004638,NC_004644","Segmented"
"Potato yellow mosaic virus",10827,"NC_001934,NC_001935","Segmented"
"Potato yellow mosaic virus - [Venezuela]",223310,"D00940","Segmented"
"Potato yellow vein virus",103881,"NC_006061,NC_006062,NC_006063","Segmented"
"Potosi virus",273360,"NC_043645,NC_043646,NC_043647","Segmented"
"Precarious point virus",487097,"NC_055336,NC_055337,NC_055338","Segmented"
"Primula malacoides virus China/Mar2007",479713,"NC_013109,NC_013110","Segmented"
"Privet leaf blotch-associated virus",1811408,"NC_031341,NC_031342","Segmented"
"Privet ringspot virus",2169960,"NC_027928,NC_027929,NC_027930","Segmented"
"Prospect Hill orthohantavirus",1980485,"NC_038938,NC_038939,NC_038940","Segmented"
"Prune dwarf virus",33760,"NC_008037,NC_008038,NC_008039","Segmented"
"Prunus necrotic ringspot virus",37733,"NC_004362,NC_004363,NC_004364","Segmented"
"Prunus virus F",1855510,"NC_039077,NC_039078","Segmented"
"Pseudogymnoascus destructans partitivirus-pa",1685502,"NC_030479,NC_030480","Segmented"
"Pseudomonas phage phi12",161736,"NC_004173,NC_004174,NC_004175","Segmented"
"Pseudomonas phage phi13",134554,"NC_004170,NC_004171,NC_004172","Segmented"
"Pseudomonas phage phi2954",593131,"NC_012091,NC_012092,NC_012093","Segmented"
"Pseudomonas phage phi6",2928686,"NC_003714,NC_003715,NC_003716","Segmented"
"Pseudomonas phage phi8",120086,"NC_003299,NC_003300,NC_003301","Segmented"
"Pseudomonas phage phiNN",1603039,"NC_042068,NC_042069,NC_042070","Segmented"
"Pseudomonas phage phiYY",1852644,"NC_042071,NC_042072,NC_042073","Segmented"
"Pulau reovirus",253454,"NC_038658,NC_038659,NC_038660,NC_038661,NC_038662,NC_038663,NC_038664,NC_038665,NC_038666,NC_038667","Segmented"
"Punique virus",693015,"NC_055300,NC_055301,NC_055302","Segmented"
"Punta Toro virus",11587,"NC_039191,NC_039192,NC_039193","Segmented"
"Puumala orthohantavirus",1980486,"NC_005223,NC_005224,NC_005225","Segmented"
"Pythium nunn virus 1",2083275,"NC_040387,NC_040388","Segmented"
"Qalyub orthonairovirus",1980527,"NC_034511,NC_034512,NC_034522","Segmented"
"Quaranjavirus johnstonense",688437,"NC_052925,NC_052926,NC_052927,NC_052928,NC_052929,NC_052930,NC_052931","Segmented"
"Quaranjavirus quaranfilense",688436,"NC_038817,NC_038818,NC_038819,NC_038820,NC_038821,NC_038822","Segmented"
"Quezon virus",1841195,"NC_034393,NC_034400,NC_034401","Segmented"
"ROUT virus",1303019,"NC_023761,NC_023762","Segmented"
"Rabbit picobirnavirus",104395,"NC_038919","Segmented"
"Radish mosaic virus",328061,"NC_010709,NC_010710","Segmented"
"Ramie mosaic virus",486809,"NC_010791,NC_010792","Segmented"
"Raphanus sativas chrysovirus 1",1162393,"NC_043656,NC_043657,NC_043658","Segmented"
"Raphanus sativus cryptic virus 1",348449,"NC_008190,NC_008191","Segmented"
"Raphanus sativus cryptic virus 2",351495,"NC_010343,NC_010344,NC_010345","Segmented"
"Raphanus sativus cryptic virus 3",580254,"NC_011705,NC_011706","Segmented"
"Raspberry bushy dwarf virus",12451,"NC_003739,NC_003740","Segmented"
"Raspberry latent virus",907191,"NC_014598,NC_014599,NC_014600,NC_014601,NC_014602,NC_014603,NC_014604,NC_014605,NC_014606,NC_014607","Segmented"
"Raspberry ringspot virus",12809,"NC_005266,NC_005267","Segmented"
"Razdan virus",1405807,"NC_022630,NC_022631,NC_022632","Segmented"
"Red clover cryptic virus 1",1408894,"NC_022616,NC_022617","Segmented"
"Red clover cryptic virus 2",1323524,"NC_021096,NC_021097","Segmented"
"Red clover mottle virus",12262,"NC_003738,NC_003741","Segmented"
"Red clover necrotic mosaic virus",12267,"NC_003756,NC_003775","Segmented"
"Red clover nepovirus A",2058094,"NC_040399,NC_040400","Segmented"
"Redspotted grouper nervous necrosis virus",43763,"NC_008040,NC_008041","Segmented"
"Reptilian orthoreovirus",226613,"NC_023813,NC_023814,NC_023815,NC_023816,NC_023819,NC_023821,NC_023822","Segmented"
"Rhizoctonia fumigata mycovirus",1592828,"NC_026954,NC_026955","Segmented"
"Rhizoctonia solani dsRNA virus 2",1411681,"NC_023684,NC_023685","Segmented"
"Rhizoctonia solani dsRNA virus 3",1825688,"NC_032149,NC_032150","Segmented"
"Rhizoctonia solani dsRNA virus 4",2045504,"NC_040397,NC_040398","Segmented"
"Rhizoctonia solani virus 717",46618,"NC_003801","Segmented"
"Rhynchosia golden mosaic Havana virus-[Cuba:Havana:28:2007]",889202,"NC_038800,NC_038801","Segmented"
"Rhynchosia golden mosaic Sinaloa virus",1513519,"NC_038802,NC_038803","Segmented"
"Rhynchosia golden mosaic Yucatan virus",457286,"NC_012481,NC_012482","Segmented"
"Rhynchosia golden mosaic virus",117198,"NC_010293,NC_010294,NC_037305,NC_037306","Segmented"
"Rhynchosia mild mosaic virus",714308,"NC_015488,NC_015489","Segmented"
"Rhynchosia rugose golden mosaic virus-[Cuba:Camaguey:171:2009]",889203,"NC_038804,NC_038805","Segmented"
"Rhynchosia yellow mosaic India virus",935473,"NC_014902,NC_014903","Segmented"
"Rhynchosia yellow mosaic virus",529680,"NC_038885,NC_038886","Segmented"
"Rice black streaked dwarf virus",10990,"NC_003728,NC_003729,NC_003730,NC_003731,NC_003732,NC_003733,NC_003734,NC_003735,NC_003736,NC_003737","Segmented"
"Rice dwarf virus",10991,"NC_003760,NC_003761,NC_003762,NC_003763,NC_003764,NC_003765,NC_003766,NC_003767,NC_003768,NC_003772,NC_003773,NC_003774","Segmented"
"Rice gall dwarf virus",10986,"NC_009241,NC_009242,NC_009243,NC_009244,NC_009245,NC_009246,NC_009247,NC_009248,NC_009249,NC_009250,NC_009251,NC_009252","Segmented"
"Rice grassy stunt tenuivirus",66266,"NC_002323,NC_002324,NC_002325,NC_002326,NC_002327,NC_002328","Segmented"
"Rice hoja blanca tenuivirus",12332,"NC_036597,NC_036598,NC_036599,NC_036602","Segmented"
"Rice necrosis mosaic virus",59500,"NC_028144,NC_028145","Segmented"
"Rice ragged stunt virus",42475,"NC_003749,NC_003750,NC_003751,NC_003752,NC_003757,NC_003758,NC_003759,NC_003769,NC_003770,NC_003771","Segmented"
"Rice stripe necrosis virus",373373,"NC_038774,NC_038775","Segmented"
"Rice stripe tenuivirus",12331,"NC_003753,NC_003754,NC_003755,NC_003776","Segmented"
"Rift Valley fever virus",11588,"NC_014395,NC_014396,NC_014397","Segmented"
"Rio Grande virus",629740,"NC_055309,NC_055310,NC_055311","Segmented"
"Rio Preto da Eva virus",1538455,"NC_043603,NC_043604,NC_043605","Segmented"
"Robina orthohantavirus",2601243,"NC_055632,NC_055633,NC_055634","Segmented"
